"ENSEMBL","ENTREZID","SYMBOL","GENENAME"
"ENSG00000213551","23234","DNAJC9","DnaJ heat shock protein family (Hsp40) member C9"
"ENSG00000213563","414919","C8orf82","chromosome 8 open reading frame 82"
"ENSG00000213578","594855","CPLX3","complexin 3"
"ENSG00000213585","7416","VDAC1","voltage dependent anion channel 1"
"ENSG00000213588","221504","ZBTB9","zinc finger and BTB domain containing 9"
"ENSG00000213593","51075","TMX2","thioredoxin related transmembrane protein 2"
"ENSG00000213599","100526830","SLX1A-SULT1A3","SLX1A-SULT1A3 readthrough (NMD candidate)"
"ENSG00000213600",NA,NA,NA
"ENSG00000213614","3073","HEXA","hexosaminidase subunit alpha"
"ENSG00000213619","4722","NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3"
"ENSG00000213625","54741","LEPROT","leptin receptor overlapping transcript"
"ENSG00000213626","81606","LBH","LBH regulator of WNT signaling pathway"
"ENSG00000213638","113179","ADAT3","adenosine deaminase tRNA specific 3"
"ENSG00000213639","5500","PPP1CB","protein phosphatase 1 catalytic subunit beta"
"ENSG00000213648","445329","SULT1A4","sulfotransferase family 1A member 4"
"ENSG00000213654","63940","GPSM3","G protein signaling modulator 3"
"ENSG00000213658","27040","LAT","linker for activation of T cells"
"ENSG00000213672","51517","NCKIPSD","NCK interacting protein with SH3 domain"
"ENSG00000213676","1388","ATF6B","activating transcription factor 6 beta"
"ENSG00000213689","11277","TREX1","three prime repair exonuclease 1"
"ENSG00000213694","1903","S1PR3","sphingosine-1-phosphate receptor 3"
"ENSG00000213699","54978","SLC35F6","solute carrier family 35 member F6"
"ENSG00000213714","388799","FAM209B","family with sequence similarity 209 member B"
"ENSG00000213719","1192","CLIC1","chloride intracellular channel 1"
"ENSG00000213722","23564","DDAH2","dimethylarginine dimethylaminohydrolase 2"
"ENSG00000213741","6235","RPS29","ribosomal protein S29"
"ENSG00000213742","102724826","ZNF337-AS1","ZNF337 antisense RNA 1"
"ENSG00000213759","10720","UGT2B11","UDP glucuronosyltransferase family 2 member B11"
"ENSG00000213760","534","ATP6V1G2","ATPase H+ transporting V1 subunit G2"
"ENSG00000213762","7693","ZNF134","zinc finger protein 134"
"ENSG00000213780","2968","GTF2H4","general transcription factor IIH subunit 4"
"ENSG00000213782","51202","DDX47","DEAD-box helicase 47"
"ENSG00000213793","388559","ZNF888","zinc finger protein 888"
"ENSG00000213799","91664","ZNF845","zinc finger protein 845"
"ENSG00000213809","22914","KLRK1","killer cell lectin like receptor K1"
"ENSG00000213822","729767","CEACAM18","CEA cell adhesion molecule 18"
"ENSG00000213853","2013","EMP2","epithelial membrane protein 2"
"ENSG00000213859","147040","KCTD11","potassium channel tetramerization domain containing 11"
"ENSG00000213863",NA,NA,NA
"ENSG00000213865",NA,NA,NA
"ENSG00000213886","10537","UBD","ubiquitin D"
"ENSG00000213888",NA,NA,NA
"ENSG00000213889","147699","PPM1N","protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
"ENSG00000213892","388551","CEACAM16","CEA cell adhesion molecule 16, tectorial membrane component"
"ENSG00000213901","151295","SLC23A3","solute carrier family 23 member 3"
"ENSG00000213903","1241","LTB4R","leukotriene B4 receptor"
"ENSG00000213904","100996307","LIPE-AS1","LIPE antisense RNA 1"
"ENSG00000213906","56413","LTB4R2","leukotriene B4 receptor 2"
"ENSG00000213918","1773","DNASE1","deoxyribonuclease 1"
"ENSG00000213920","145553","MDP1","magnesium dependent phosphatase 1"
"ENSG00000213921","342900","LEUTX","leucine twenty homeobox"
"ENSG00000213923","1454","CSNK1E","casein kinase 1 epsilon"
"ENSG00000213927","10850","CCL27","C-C motif chemokine ligand 27"
"ENSG00000213928","10379","IRF9","interferon regulatory factor 9"
"ENSG00000213930","2592","GALT","galactose-1-phosphate uridylyltransferase"
"ENSG00000213931","3046","HBE1","hemoglobin subunit epsilon 1"
"ENSG00000213934","3047","HBG1","hemoglobin subunit gamma 1"
"ENSG00000213937","9080","CLDN9","claudin 9"
"ENSG00000213949","3672","ITGA1","integrin subunit alpha 1"
"ENSG00000213963","100130691","LOC100130691","Putative uncharacterized protein FLJ44553"
"ENSG00000213965","390916","NUDT19","nudix hydrolase 19"
"ENSG00000213967","730087","ZNF726","zinc finger protein 726"
"ENSG00000213973","7652","ZNF99","zinc finger protein 99"
"ENSG00000213977","30851","TAX1BP3","Tax1 binding protein 3"
"ENSG00000213981",NA,NA,NA
"ENSG00000213983","8906","AP1G2","adaptor related protein complex 1 subunit gamma 2"
"ENSG00000213988","7643","ZNF90","zinc finger protein 90"
"ENSG00000213994","124902371","LOC124902371","uncharacterized LOC124902371"
"ENSG00000213995","55739","NAXD","NAD(P)HX dehydratase"
"ENSG00000213996","53345","TM6SF2","transmembrane 6 superfamily member 2"
"ENSG00000213999","4207","BORCS8-MEF2B","BORCS8-MEF2B readthrough"
"ENSG00000214013","2595","GANC","glucosidase alpha, neutral C"
"ENSG00000214021","26140","TTLL3","tubulin tyrosine ligase like 3"
"ENSG00000214022","29803","REPIN1","replication initiator 1"
"ENSG00000214026","6150","MRPL23","mitochondrial ribosomal protein L23"
"ENSG00000214029","101060200","ZNF891","zinc finger protein 891"
"ENSG00000214039","100190940","LINC02418","long intergenic non-protein coding RNA 2418"
"ENSG00000214042","3444","IFNA7","interferon alpha 7"
"ENSG00000214043","100128554","LINC02347","long intergenic non-protein coding RNA 2347"
"ENSG00000214046","79086","SMIM7","small integral membrane protein 7"
"ENSG00000214049","652995","UCA1","urothelial cancer associated 1"
"ENSG00000214050","157574","FBXO16","F-box protein 16"
"ENSG00000214063","7106","TSPAN4","tetraspanin 4"
"ENSG00000214078","8904","CPNE1","copine 1"
"ENSG00000214087","339231","ARL16","ADP ribosylation factor like GTPase 16"
"ENSG00000214097","255798","SMCO1","single-pass membrane protein with coiled-coil domains 1"
"ENSG00000214102","494551","WEE2","WEE2 oocyte meiosis inhibiting kinase"
"ENSG00000214106",NA,NA,NA
"ENSG00000214107","4112","MAGEB1","MAGE family member B1"
"ENSG00000214113","57128","LYRM4","LYR motif containing 4"
"ENSG00000214114","26292","MYCBP","MYC binding protein"
"ENSG00000214128","155006","TMEM213","transmembrane protein 213"
"ENSG00000214140","768206","PRCD","photoreceptor disc component"
"ENSG00000214145","100131551","LINC00887","long intergenic non-protein coding RNA 887"
"ENSG00000214146","647323","LINC02026","long intergenic non-protein coding RNA 2026"
"ENSG00000214160","10195","ALG3","ALG3 alpha-1,3- mannosyltransferase"
"ENSG00000214184","644903","GCC2-AS1","GCC2 antisense RNA 1"
"ENSG00000214188","338069","ST7-OT4","ST7 overlapping transcript 4"
"ENSG00000214193","79729","SH3D21","SH3 domain containing 21"
"ENSG00000214194","401397","SMIM30","small integral membrane protein 30"
"ENSG00000214212","255809","C19orf38","chromosome 19 open reading frame 38"
"ENSG00000214216","654502","IQCJ","IQ motif containing J"
"ENSG00000214226","339210","C17orf67","chromosome 17 open reading frame 67"
"ENSG00000214237","646951","MINDY4B","MINDY family member 4B"
"ENSG00000214248",NA,NA,NA
"ENSG00000214253","51024","FIS1","fission, mitochondrial 1"
"ENSG00000214265",NA,NA,NA
"ENSG00000214274","283","ANG","angiogenin"
"ENSG00000214279","619207","SCART1","scavenger receptor family member expressed on T cells 1"
"ENSG00000214285","594857","NPS","neuropeptide S"
"ENSG00000214290","120376","POU2AF3","POU class 2 homeobox associating factor 3"
"ENSG00000214293","100505854","APTR","Alu-mediated CDKN1A/p21 transcriptional regulator"
"ENSG00000214300","441272","SPDYE3","speedy/RINGO cell cycle regulator family member E3"
"ENSG00000214305",NA,NA,NA
"ENSG00000214309","255374","MBLAC1","metallo-beta-lactamase domain containing 1"
"ENSG00000214324","285311","PRR23E","PRR23 family member E"
"ENSG00000214336","344167","FOXI3","forkhead box I3"
"ENSG00000214338","387104","SOGA3","SOGA family member 3"
"ENSG00000214353","100130894","VAC14-AS1","VAC14 antisense RNA 1"
"ENSG00000214357","54492","NEURL1B","neuralized E3 ubiquitin protein ligase 1B"
"ENSG00000214360","285588","EFCAB9","EF-hand calcium binding domain 9"
"ENSG00000214367","79441","HAUS3","HAUS augmin like complex subunit 3"
"ENSG00000214376","387804","VSTM5","V-set and transmembrane domain containing 5"
"ENSG00000214381","677779","LINC00488","long intergenic non-protein coding RNA 488"
"ENSG00000214401","644246","KANSL1-AS1","KANSL1 antisense RNA 1"
"ENSG00000214402","401562","LCNL1","lipocalin like 1"
"ENSG00000214407","152225","RDUR","RIG-I dependent antiviral response regulator RNA"
"ENSG00000214413","92482","BBIP1","BBSome interacting protein 1"
"ENSG00000214414","390231","TRIM77","tripartite motif containing 77"
"ENSG00000214415","346562","GNAT3","G protein subunit alpha transducin 3"
"ENSG00000214432","101926911","VPS33B-DT","VPS33B divergent transcript"
"ENSG00000214435","57412","AS3MT","arsenite methyltransferase"
"ENSG00000214447","100528020","FAM187A","family with sequence similarity 187 member A"
"ENSG00000214456","440503","PLIN5","perilipin 5"
"ENSG00000214491","730005","SEC14L6","SEC14 like lipid binding 6"
"ENSG00000214510","153218","SPINK13","serine peptidase inhibitor Kazal type 13"
"ENSG00000214511","613227","HIGD1C","HIG1 hypoxia inducible domain family member 1C"
"ENSG00000214513","344022","NOTO","notochord homeobox"
"ENSG00000214517","51400","PPME1","protein phosphatase methylesterase 1"
"ENSG00000214518","728279","KRTAP2-2","keratin associated protein 2-2"
"ENSG00000214530","10809","STARD10","StAR related lipid transfer domain containing 10"
"ENSG00000214534",NA,NA,NA
"ENSG00000214546",NA,NA,NA
"ENSG00000214548","55384","MEG3","maternally expressed 3"
"ENSG00000214559",NA,NA,NA
"ENSG00000214562","728130","NUTM2D","NUT family member 2D"
"ENSG00000214575","64506","CPEB1","cytoplasmic polyadenylation element binding protein 1"
"ENSG00000214595","400954","EML6","EMAP like 6"
"ENSG00000214614",NA,NA,NA
"ENSG00000214642","245927","DEFB113","defensin beta 113"
"ENSG00000214643","403339","DEFB133","defensin beta 133 (pseudogene)"
"ENSG00000214650","105370047","LOC105370047","uncharacterized LOC105370047"
"ENSG00000214652","442319","ZNF727","zinc finger protein 727"
"ENSG00000214654","100288842","B3GALT9","beta-1,3-galactosyltransferase 9"
"ENSG00000214655","23053","ZSWIM8","zinc finger SWIM-type containing 8"
"ENSG00000214681","389124","IQCF5","IQ motif containing F5"
"ENSG00000214686","440956","IQCF6","IQ motif containing F6"
"ENSG00000214688","414152","C10orf105","chromosome 10 open reading frame 105"
"ENSG00000214691","388942","LINC01913","long intergenic non-protein coding RNA 1913"
"ENSG00000214694","100271715","ARHGEF33","Rho guanine nucleotide exchange factor 33"
"ENSG00000214700","728858","C12orf71","chromosome 12 open reading frame 71"
"ENSG00000214706","7866","IFRD2","interferon related developmental regulator 2"
"ENSG00000214708","105371730","LOC105371730","uncharacterized LOC105371730"
"ENSG00000214711","440854","CAPN14","calpain 14"
"ENSG00000214717","9189","ZBED1","zinc finger BED-type containing 1"
"ENSG00000214719",NA,NA,NA
"ENSG00000214732",NA,NA,NA
"ENSG00000214736","100188893","TOMM6","translocase of outer mitochondrial membrane 6"
"ENSG00000214753","221092","HNRNPUL2","heterogeneous nuclear ribonucleoprotein U like 2"
"ENSG00000214756","751071","CSKMT","citrate synthase lysine methyltransferase"
"ENSG00000214770",NA,NA,NA
"ENSG00000214772",NA,NA,NA
"ENSG00000214773",NA,NA,NA
"ENSG00000214782","728588","MS4A18","membrane spanning 4-domains A18"
"ENSG00000214783","84820","POLR2J4","RNA polymerase II subunit J4, pseudogene"
"ENSG00000214787","643680","MS4A4E","membrane spanning 4-domains A4E"
"ENSG00000214788",NA,NA,NA
"ENSG00000214797",NA,NA,NA
"ENSG00000214803","101927588","LOC101927588","uncharacterized LOC101927588"
"ENSG00000214814","654463","FER1L6","fer-1 like family member 6"
"ENSG00000214819","256223","CDRT15L2","CMT1A duplicated region transcript 15 like 2"
"ENSG00000214827","4515","MTCP1","mature T cell proliferation 1"
"ENSG00000214842","729475","RAD51AP2","RAD51 associated protein 2"
"ENSG00000214851","253128","LINC00612","long intergenic non-protein coding RNA 612"
"ENSG00000214860","645027","EVPLL","envoplakin like"
"ENSG00000214866","728597","DCDC2C","doublecortin domain containing 2C"
"ENSG00000214870","441204","LINC02981","long intergenic non-protein coding RNA 2981"
"ENSG00000214872","219537","SMTNL1","smoothelin like 1"
"ENSG00000214891","646754","TRIM64C","tripartite motif containing 64C"
"ENSG00000214894","401247","LINC00243","long intergenic non-protein coding RNA 243"
"ENSG00000214897","649238","PNMA6E","PNMA family member 6E"
"ENSG00000214900","196913","LINC01599","long intergenic non-protein coding RNA 1599"
"ENSG00000214915","105377213","LOC105377213","uncharacterized LOC105377213"
"ENSG00000214919",NA,NA,NA
"ENSG00000214922","285830","HLA-F-AS1","HLA-F antisense RNA 1"
"ENSG00000214929","389763","SPATA31D1","SPATA31 subfamily D member 1"
"ENSG00000214940","101059953","NPIPA8","nuclear pore complex interacting protein family member A8"
"ENSG00000214941","125150","ZSWIM7","zinc finger SWIM-type containing 7"
"ENSG00000214942","102724637","LOC102724637","uncharacterized LOC102724637"
"ENSG00000214943","2856","GPR33","G protein-coupled receptor 33"
"ENSG00000214944","64283","ARHGEF28","Rho guanine nucleotide exchange factor 28"
"ENSG00000214946","353149","TBC1D26","TBC1 domain family member 26"
"ENSG00000214954","100130742","LRRC69","leucine rich repeat containing 69"
"ENSG00000214955",NA,NA,NA
"ENSG00000214960","729920","CRPPA","CDP-L-ribitol pyrophosphorylase A"
"ENSG00000214967","101059938","NPIPA7","nuclear pore complex interacting protein family member A7"
"ENSG00000214970",NA,NA,NA
"ENSG00000214978","644070","GSG1L2","GSG1 like 2"
"ENSG00000214999",NA,NA,NA
"ENSG00000215009","341392","ACSM4","acyl-CoA synthetase medium chain family member 4"
"ENSG00000215012","79680","RTL10","retrotransposon Gag like 10"
"ENSG00000215014",NA,NA,NA
"ENSG00000215018","340267","COL28A1","collagen type XXVIII alpha 1 chain"
"ENSG00000215021","11331","PHB2","prohibitin 2"
"ENSG00000215022","100130357","LOC100130357","uncharacterized LOC100130357"
"ENSG00000215023",NA,NA,NA
"ENSG00000215029","100996648","TCP11X2","t-complex 11 family, X-linked 2"
"ENSG00000215039","678655","CD27-AS1","CD27 antisense RNA 1"
"ENSG00000215041","84461","NEURL4","neuralized E3 ubiquitin protein ligase 4"
"ENSG00000215045","392862","GRID2IP","Grid2 interacting protein"
"ENSG00000215067","100506713","ALOX12-AS1","ALOX12 antisense RNA 1"
"ENSG00000215068","153684","ANXA2R-AS1","ANXA2R antisense RNA 1"
"ENSG00000215112","401507","FAM74A1","family with sequence similarity 74 member A1"
"ENSG00000215113","100132994","CXorf49B","chromosome X open reading frame 49B"
"ENSG00000215114","137886","UBXN2B","UBX domain protein 2B"
"ENSG00000215117","26138","LINC00588","long intergenic non-protein coding RNA 588"
"ENSG00000215126","644019","ZNG1F","Zn regulated GTPase metalloprotein activator 1F"
"ENSG00000215131","646174","C16orf90","chromosome 16 open reading frame 90"
"ENSG00000215148","360226","PRSS41","serine protease 41"
"ENSG00000215159",NA,NA,NA
"ENSG00000215162","100996279","LINC00269","long intergenic non-protein coding RNA 269"
"ENSG00000215174","286430","NLRP2B","NLR family pyrin domain containing 2B"
"ENSG00000215182","4586","MUC5AC","mucin 5AC, oligomeric mucus/gel-forming"
"ENSG00000215183","692094","MSMP","microseminoprotein, prostate associated"
"ENSG00000215186","55889","GOLGA6B","golgin A6 family member B"
"ENSG00000215187","730112","FAM166B","family with sequence similarity 166 member B"
"ENSG00000215193","55670","PEX26","peroxisomal biogenesis factor 26"
"ENSG00000215196","285696","BASP1-AS1","BASP1 antisense RNA 1"
"ENSG00000215203","389207","GRXCR1","glutaredoxin and cysteine rich domain containing 1"
"ENSG00000215217","134121","CFAP90","cilia and flagella associated protein 90"
"ENSG00000215218","134111","UBE2QL1","ubiquitin conjugating enzyme E2 Q family like 1"
"ENSG00000215231","340094","LINC01020","long intergenic non-protein coding RNA 1020"
"ENSG00000215241","101927905","LINC02449","long intergenic non-protein coding RNA 2449"
"ENSG00000215244","399715","LINC02649","long intergenic non-protein coding RNA 2649"
"ENSG00000215246","100506688","LINC02982","long intergenic non-protein coding RNA 2982"
"ENSG00000215251","60493","FASTKD5","FAST kinase domains 5"
"ENSG00000215252","440270","GOLGA8B","golgin A8 family member B"
"ENSG00000215256","55449","DHRS4-AS1","DHRS4 antisense RNA 1"
"ENSG00000215262","157855","KCNU1","potassium calcium-activated channel subfamily U member 1"
"ENSG00000215269","2576","GAGE4","G antigen 4"
"ENSG00000215271",NA,NA,NA
"ENSG00000215274","102724473","GAGE10","G antigen 10"
"ENSG00000215277","100507650","RNF212B","ring finger protein 212B"
"ENSG00000215301","1654","DDX3X","DEAD-box helicase 3 X-linked"
"ENSG00000215304",NA,NA,NA
"ENSG00000215305","64601","VPS16","VPS16 core subunit of CORVET and HOPS complexes"
"ENSG00000215343","728957","ZNF705D","zinc finger protein 705D"
"ENSG00000215356","100132396","ZNF705B","zinc finger protein 705B"
"ENSG00000215372","100131980","ZNF705G","zinc finger protein 705G"
"ENSG00000215374","100128890","FAM66B","family with sequence similarity 66 member B"
"ENSG00000215375","4636","MYL5","myosin light chain 5"
"ENSG00000215386","388815","MIR99AHG","mir-99a-let-7c cluster host gene"
"ENSG00000215397","85508","SCRT2","scratch family transcriptional repressor 2"
"ENSG00000215403","100506241","LL22NC01-81G9.3","uncharacterized protein FLJ39582-like"
"ENSG00000215417","407975","MIR17HG","miR-17-92a-1 cluster host gene"
"ENSG00000215421","55628","ZNF407","zinc finger protein 407"
"ENSG00000215424","114044","MCM3AP-AS1","MCM3AP antisense RNA 1"
"ENSG00000215440","79716","NPEPL1","aminopeptidase like 1"
"ENSG00000215454","386672","KRTAP10-4","keratin associated protein 10-4"
"ENSG00000215455","386677","KRTAP10-1","keratin associated protein 10-1"
"ENSG00000215458","284837","AATBC","apoptosis associated transcript in bladder cancer"
"ENSG00000215472","100526842","RPL17-C18orf32","RPL17-C18orf32 readthrough"
"ENSG00000215474","652991","SKOR2","SKI family transcriptional corepressor 2"
"ENSG00000215475","283514","SIAH3","siah E3 ubiquitin protein ligase family member 3"
"ENSG00000215481",NA,NA,NA
"ENSG00000215483","400123","LINC00548","long intergenic non-protein coding RNA 548"
"ENSG00000215498","642633","FAM230B","family with sequence similarity 230 member B"
"ENSG00000215529","388795","EFCAB8","EF-hand calcium binding domain 8"
"ENSG00000215533","193629","LINC00189","long intergenic non-protein coding RNA 189"
"ENSG00000215545","245930","DEFB116","defensin beta 116"
"ENSG00000215547","245929","DEFB115","defensin beta 115"
"ENSG00000215560","83863","TTTY5","testis-specific transcript, Y-linked 5"
"ENSG00000215568","128954","GAB4","GRB2 associated binding protein family member 4"
"ENSG00000215595","400831","C20orf202","chromosome 20 open reading frame 202"
"ENSG00000215612","3166","HMX1","H6 family homeobox 1"
"ENSG00000215644","2642","GCGR","glucagon receptor"
"ENSG00000215692",NA,NA,NA
"ENSG00000215695","6248","RSC1A1","regulator of solute carriers 1"
"ENSG00000215704","51032","CELA2B","chymotrypsin like elastase 2B"
"ENSG00000215712","729515","TMEM242","transmembrane protein 242"
"ENSG00000215717","56900","TMEM167B","transmembrane protein 167B"
"ENSG00000215765",NA,NA,NA
"ENSG00000215769","109286553","ARHGAP27P1-BPTFP1-KPNA2P3","ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene"
"ENSG00000215784","728833","FAM72D","family with sequence similarity 72 member D"
"ENSG00000215788","8718","TNFRSF25","TNF receptor superfamily member 25"
"ENSG00000215790",NA,NA,NA
"ENSG00000215808","339535","LINC01139","long intergenic non-protein coding RNA 1139"
"ENSG00000215817","643136","ZC3H11B","zinc finger CCCH-type containing 11B"
"ENSG00000215841","124902709","LOC124902709","uncharacterized LOC124902709"
"ENSG00000215845","100131187","TSTD1","thiosulfate sulfurtransferase like domain containing 1"
"ENSG00000215853","126638","RPTN","repetin"
"ENSG00000215866","100996702","LINC01356","long intergenic non-protein coding RNA 1356"
"ENSG00000215881","105370369","LINC02337","long intergenic non-protein coding RNA 2337"
"ENSG00000215883","606495","CYB5RL","cytochrome b5 reductase like"
"ENSG00000215906","646262","LACTBL1","lactamase beta like 1"
"ENSG00000215910","284498","C1orf167","chromosome 1 open reading frame 167"
"ENSG00000215912","100287898","TTC34","tetratricopeptide repeat domain 34"
"ENSG00000215915","219293","ATAD3C","ATPase family AAA domain containing 3C"
"ENSG00000215930","100126331","MIR942","microRNA 942"
"ENSG00000215938","100126346","MIR190B","microRNA 190b"
"ENSG00000215939","100126316","MIR873","microRNA 873"
"ENSG00000215943","100126342","MIR892A","microRNA 892a"
"ENSG00000215952","100126349","MIR921","microRNA 921"
"ENSG00000215957","100126297","MIR300","microRNA 300"
"ENSG00000215961","100126354","MIR297","microRNA 297"
"ENSG00000215966","100126310","MIR876","microRNA 876"
"ENSG00000215973","100126350","MIR933","microRNA 933"
"ENSG00000215991","100126336","MIR208B","microRNA 208b"
"ENSG00000216001","100126302","MIR450B","microRNA 450b"
"ENSG00000216005","100126306","MIR888","microRNA 888"
"ENSG00000216009","100126343","MIR874","microRNA 874"
"ENSG00000216031","100126296","MIR298","microRNA 298"
"ENSG00000216035","100126327","MIR938","microRNA 938"
"ENSG00000216056","100126341","MIR891A","microRNA 891a"
"ENSG00000216058","100126340","MIR944","microRNA 944"
"ENSG00000216060","100126324","MIR934","microRNA 934"
"ENSG00000216064","100126304","MIR891B","microRNA 891b"
"ENSG00000216069","100126309","MIR875","microRNA 875"
"ENSG00000216075","100126303","MIR890","microRNA 890"
"ENSG00000216077","100126347","MIR887","microRNA 887"
"ENSG00000216098","100126307","MIR892B","microRNA 892b"
"ENSG00000216099","100126345","MIR889","microRNA 889"
"ENSG00000216101","100126314","MIR877","microRNA 877"
"ENSG00000216135","100126334","MIR885","microRNA 885"
"ENSG00000216141","100126339","MIR941-2","microRNA 941-2"
"ENSG00000216171","100302114","MIR513C","microRNA 513c"
"ENSG00000216179","100126308","MIR541","microRNA 541"
"ENSG00000216191","103504737","MIR8485","microRNA 8485"
"ENSG00000216192","100126320","MIR920","microRNA 920"
"ENSG00000216490","10437","IFI30","IFI30 lysosomal thiol reductase"
"ENSG00000216560",NA,NA,NA
"ENSG00000216588","147710","IGSF23","immunoglobulin superfamily member 23"
"ENSG00000216649","729431","GAGE12E","G antigen 12E"
"ENSG00000216863","285780","LY86-AS1","LY86 antisense RNA 1"
"ENSG00000216895","100506302","RBM33-DT","RBM33 divergent transcript"
"ENSG00000216921","285095","FAM240C","family with sequence similarity 240 member C"
"ENSG00000216937","79741","CCDC7","coiled-coil domain containing 7"
"ENSG00000217128","96459","FNIP1","folliculin interacting protein 1"
"ENSG00000217236","100131390","SP9","Sp9 transcription factor"
"ENSG00000217442","644186","SYCE3","synaptonemal complex central element protein 3"
"ENSG00000217455",NA,NA,NA
"ENSG00000217555","51192","CKLF","chemokine like factor"
"ENSG00000217576",NA,NA,NA
"ENSG00000217702",NA,NA,NA
"ENSG00000217825",NA,NA,NA
"ENSG00000217930","51025","PAM16","presequence translocase associated motor 16"
"ENSG00000218018",NA,NA,NA
"ENSG00000218109","283165","KIRREL3-AS3","KIRREL3 antisense RNA 3"
"ENSG00000218305","168448","CDC14C","cell division cycle 14C"
"ENSG00000218336","55714","TENM3","teneurin transmembrane protein 3"
"ENSG00000218357","101927722","LINC01644","long intergenic non-protein coding RNA 1644"
"ENSG00000218416","100130449","GPC1-AS1","GPC1 antisense RNA 1"
"ENSG00000218510","29092","LINC00339","long intergenic non-protein coding RNA 339"
"ENSG00000218537",NA,NA,NA
"ENSG00000218672",NA,NA,NA
"ENSG00000218739","100505876","CEBPZOS","CEBPZ opposite strand"
"ENSG00000218819","100129278","TDRD15","tudor domain containing 15"
"ENSG00000218823","56903","PAPOLB","poly(A) polymerase beta"
"ENSG00000218839","654835","FAM138C","family with sequence similarity 138 member C"
"ENSG00000218891","163033","ZNF579","zinc finger protein 579"
"ENSG00000219073","23436","CELA3B","chymotrypsin like elastase 3B"
"ENSG00000219159",NA,NA,NA
"ENSG00000219200","440400","RNASEK","ribonuclease K"
"ENSG00000219410",NA,NA,NA
"ENSG00000219435","25858","CATSPERZ","catsper channel auxiliary subunit zeta"
"ENSG00000219438","25817","TAFA5","TAFA chemokine like family member 5"
"ENSG00000219445","101928254","LOC101928254","uncharacterized LOC101928254"
"ENSG00000219481","55672","NBPF1","NBPF member 1"
"ENSG00000219545","729852","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1"
"ENSG00000219607","648791","PPP1R3G","protein phosphatase 1 regulatory subunit 3G"
"ENSG00000219626","375190","FAM228B","family with sequence similarity 228 member B"
"ENSG00000219665","101928464","ZNF433-AS1","ZNF433 and ZNF878 antisense RNA 1"
"ENSG00000220008","645191","LINGO3","leucine rich repeat and Ig domain containing 3"
"ENSG00000220161","400579","LINC02076","long intergenic non-protein coding RNA 2076"
"ENSG00000220201","100125288","ZGLP1","zinc finger GATA like protein 1"
"ENSG00000220205","6844","VAMP2","vesicle associated membrane protein 2"
"ENSG00000220256",NA,NA,NA
"ENSG00000220575","100128264","HTR5A-AS1","HTR5A antisense RNA 1"
"ENSG00000220702",NA,NA,NA
"ENSG00000220891","648691","LL22NC03-63E9.3","uncharacterized LOC648691"
"ENSG00000220908",NA,NA,NA
"ENSG00000220925",NA,NA,NA
"ENSG00000220948","120824","TRIM51G","tripartite motif-containing 51G"
"ENSG00000220986",NA,NA,NA
"ENSG00000220988","692204","SNORD88C","small nucleolar RNA, C/D box 88C"
"ENSG00000221015","106481168","RNU6ATAC29P","RNA, U6atac small nuclear 29, pseudogene"
"ENSG00000221017","100302255","MIR1323","microRNA 1323"
"ENSG00000221023","106481165","RNU6ATAC19P","RNA, U6atac small nuclear 19, pseudogene"
"ENSG00000221025","100302229","MIR1250","microRNA 1250"
"ENSG00000221028","100302158","MIR1231","microRNA 1231"
"ENSG00000221031",NA,NA,NA
"ENSG00000221033","100302184","MIR1272","microRNA 1272"
"ENSG00000221036","100422837","MIR1193","microRNA 1193"
"ENSG00000221038","106479546","RNU6ATAC7P","RNA, U6atac small nuclear 7, pseudogene"
"ENSG00000221039","100302118","MIR1286","microRNA 1286"
"ENSG00000221040","124904669","LOC124904669","small nucleolar RNA U3"
"ENSG00000221042",NA,NA,NA
"ENSG00000221043","124901221","LOC124901221","small nucleolar RNA U3"
"ENSG00000221044","124904152","LOC124904152","small nucleolar RNA U3"
"ENSG00000221046","106479559","RNU6ATAC38P","RNA, U6atac small nuclear 38, pseudogene"
"ENSG00000221052","100302202","MIR1266","microRNA 1266"
"ENSG00000221055","100302128","MIR1302-3","microRNA 1302-3"
"ENSG00000221059","106479545","RNU6ATAC6P","RNA, U6atac small nuclear 6, pseudogene"
"ENSG00000221060","124900353","LOC124900353","small nucleolar RNA SNORA11"
"ENSG00000221063","100302150","MIR1296","microRNA 1296"
"ENSG00000221065","100422845","MIR1233-2","microRNA 1233-2"
"ENSG00000221066","692214","SNORD111","small nucleolar RNA, C/D box 111"
"ENSG00000221081",NA,NA,NA
"ENSG00000221083","124900452","LOC124900452","small nucleolar RNA SNORA77"
"ENSG00000221091","100302146","MIR1302-5","microRNA 1302-5"
"ENSG00000221093","124900263","LOC124900263","small nucleolar RNA SNORA3/SNORA45 family"
"ENSG00000221102","100124539","SNORA11B","small nucleolar RNA, H/ACA box 11B"
"ENSG00000221114","106481868","RNU6ATAC30P","RNA, U6atac small nuclear 30, pseudogene"
"ENSG00000221116","692213","SNORD110","small nucleolar RNA, C/D box 110"
"ENSG00000221120","100187716","MIR1224","microRNA 1224"
"ENSG00000221125","124904802","LOC124904802","small nucleolar RNA U3"
